S2000000112	show next	@recipeapp . ack ( ) ;
S2000000113	set recipe	@recipeapp . set_recipe ( ) ;
S2000000114	show next step .	@recipeapp . ack ( ) ;
S2000000115	i 'm looking to get next step .	@recipeapp . ack ( ) ;
S2000000116	i need to set recipe	@recipeapp . set_recipe ( ) ;
S2000000117	show next .	@recipeapp . ack ( ) ;
S2000000118	show next step .	@recipeapp . ack ( ) ;
S2000000119	show next	@recipeapp . ack ( ) ;
S2000000120	show next .	@recipeapp . ack ( ) ;
S2000000121	show next	@recipeapp . ack ( ) ;
S2000000122	i 'm looking to show next instruction .	@recipeapp . ack ( ) ;
S2000000123	provide ingredient .	@recipeapp . provide ( ) ;
S2000000124	please acknowledge instruction .	@recipeapp . ack ( ) ;
S2000000125	acknowledge instruction	@recipeapp . ack ( ) ;
S2000000126	i 'd like to show next instruction	@recipeapp . ack ( ) ;
S2000000127	i want to provide ingredient	@recipeapp . provide ( ) ;
S2000000128	show next step .	@recipeapp . ack ( ) ;
S2000000129	acknowledge instruction .	@recipeapp . ack ( ) ;
S2000000130	get next step	@recipeapp . ack ( ) ;
S2000000131	i need to get next	@recipeapp . ack ( ) ;
S2000000132	i 'd like to get next	@recipeapp . ack ( ) ;
S2000000133	i would like to show next instruction .	@recipeapp . ack ( ) ;
S2000000134	get next instruction .	@recipeapp . ack ( ) ;
S2000000135	i 'm looking to get next step .	@recipeapp . ack ( ) ;
S2000000136	get next step	@recipeapp . ack ( ) ;
S2000000137	show next step	@recipeapp . ack ( ) ;
S2000000138	get next instruction	@recipeapp . ack ( ) ;
S2000000139	show next .	@recipeapp . ack ( ) ;
S2000000140	provide ingredient	@recipeapp . provide ( ) ;
S2000000141	i am looking to show next instruction	@recipeapp . ack ( ) ;
S2000000142	i 'm looking to show next instruction .	@recipeapp . ack ( ) ;
S2000000143	get next step	@recipeapp . ack ( ) ;
S2000000144	please show next step	@recipeapp . ack ( ) ;
S2000000145	i would like to show next instruction	@recipeapp . ack ( ) ;
S2000000146	show next step .	@recipeapp . ack ( ) ;
S2000000147	i 'm looking to show next step	@recipeapp . ack ( ) ;
S2000000148	i need to provide ingredient .	@recipeapp . provide ( ) ;
S2000000149	i am looking to get next step .	@recipeapp . ack ( ) ;
S2000000150	i would like to show next step .	@recipeapp . ack ( ) ;
S2000000151	please show next	@recipeapp . ack ( ) ;
S2000000152	i am looking to set recipe .	@recipeapp . set_recipe ( ) ;
S2000000153	i want to provide ingredient .	@recipeapp . provide ( ) ;
S2000000154	provide ingredient	@recipeapp . provide ( ) ;
S2000000155	get next step	@recipeapp . ack ( ) ;
S2000000156	i am looking to get next step .	@recipeapp . ack ( ) ;
S2000000157	i need to set recipe .	@recipeapp . set_recipe ( ) ;
S2000000158	i want to acknowledge instruction .	@recipeapp . ack ( ) ;
S2000000159	set recipe	@recipeapp . set_recipe ( ) ;
S2000000160	get next step	@recipeapp . ack ( ) ;
S2000000161	i 'm looking to provide ingredient .	@recipeapp . provide ( ) ;
S2000000162	i want to show next instruction	@recipeapp . ack ( ) ;
S2000000163	provide ingredient .	@recipeapp . provide ( ) ;
S2000000164	show next .	@recipeapp . ack ( ) ;
S2000000165	get next step .	@recipeapp . ack ( ) ;
S2000000166	i need to show next step	@recipeapp . ack ( ) ;
S2000000167	i want to get next .	@recipeapp . ack ( ) ;
S2000000168	provide ingredient	@recipeapp . provide ( ) ;
S2000000169	get next instruction .	@recipeapp . ack ( ) ;
S2000000170	i would like to set recipe	@recipeapp . set_recipe ( ) ;
S2000000171	show next step .	@recipeapp . ack ( ) ;
S2000000172	show next step .	@recipeapp . ack ( ) ;
S2000000173	please get next step	@recipeapp . ack ( ) ;
S2000000174	please get next	@recipeapp . ack ( ) ;
S2000000175	provide ingredient .	@recipeapp . provide ( ) ;
S2000000176	provide ingredient	@recipeapp . provide ( ) ;
S2000000177	please show next	@recipeapp . ack ( ) ;
S2000000178	i am looking to get next step	@recipeapp . ack ( ) ;
S2000000179	i would like to show next step .	@recipeapp . ack ( ) ;
S2000000180	acknowledge instruction .	@recipeapp . ack ( ) ;
S2000000181	acknowledge instruction	@recipeapp . ack ( ) ;
S2000000182	get next instruction	@recipeapp . ack ( ) ;
S2000000183	set recipe .	@recipeapp . set_recipe ( ) ;
S2000000184	i need to set recipe	@recipeapp . set_recipe ( ) ;
S2000000185	show next	@recipeapp . ack ( ) ;
S2000000186	get next	@recipeapp . ack ( ) ;
S2000000187	provide ingredient .	@recipeapp . provide ( ) ;
S2000000188	provide ingredient .	@recipeapp . provide ( ) ;
S2000000189	acknowledge instruction .	@recipeapp . ack ( ) ;
S2000000190	i am looking to acknowledge instruction .	@recipeapp . ack ( ) ;
S2000000191	i want to acknowledge instruction	@recipeapp . ack ( ) ;
S2000000192	i am looking to show next instruction	@recipeapp . ack ( ) ;
S2000000193	i want to show next instruction .	@recipeapp . ack ( ) ;
S2000000194	show next	@recipeapp . ack ( ) ;
S2000000195	show next step .	@recipeapp . ack ( ) ;
S2000000196	i 'd like to get next	@recipeapp . ack ( ) ;
S2000000197	show next step .	@recipeapp . ack ( ) ;
S2000000198	show next step .	@recipeapp . ack ( ) ;
S2000000199	i am looking to show next instruction	@recipeapp . ack ( ) ;
S3000000200	i 'd like to show next step every day at TIME_0 and TIME_1	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000201	each day at TIME_0 and TIME_1 acknowledge instruction	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000202	i would like to get next NUMBER_0 times each day	timer ( frequency = NUMBER_0 , interval = 1 day ) => @recipeapp . ack ( ) ;
S3000000203	each day at noon and midday acknowledge instruction .	attimer ( time = [ new Time ( 12 , 0 ) , new Time ( 12 , 0 ) ] ) => @recipeapp . ack ( ) ;
S3000000204	i want to show next step NUMBER_0 times per week .	timer ( frequency = NUMBER_0 , interval = 1 week ) => @recipeapp . ack ( ) ;
S3000000205	i want to acknowledge instruction daily at noon and midday	attimer ( time = [ new Time ( 12 , 0 ) , new Time ( 12 , 0 ) ] ) => @recipeapp . ack ( ) ;
S3000000206	please set recipe daily at TIME_0 and TIME_1	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . set_recipe ( ) ;
S3000000207	i need to acknowledge instruction daily at TIME_0 and TIME_1 .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000208	i want to get next instruction twice a day at midnight and TIME_0	attimer ( time = [ new Time ( 0 , 0 ) , TIME_0 ] ) => @recipeapp . ack ( ) ;
S3000000209	NUMBER_0 times a week get next	timer ( frequency = NUMBER_0 , interval = 1 week ) => @recipeapp . ack ( ) ;
S3000000210	every day at TIME_0 and TIME_1 provide ingredient	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . provide ( ) ;
S3000000211	please get next step every day at midnight and TIME_0 .	attimer ( time = [ new Time ( 0 , 0 ) , TIME_0 ] ) => @recipeapp . ack ( ) ;
S3000000212	i need to provide ingredient on DATE_0	ontimer ( date = [ DATE_0 ] ) => @recipeapp . provide ( ) ;
S3000000213	each day at TIME_0 and TIME_1 set recipe	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . set_recipe ( ) ;
S3000000214	4 times per minute show next	timer ( frequency = 4 , interval = 1 min ) => @recipeapp . ack ( ) ;
S3000000215	every day at TIME_0 and TIME_1 show next step	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000216	4 times each minute get next step .	timer ( frequency = 4 , interval = 1 min ) => @recipeapp . ack ( ) ;
S3000000217	NUMBER_0 times every hour show next	timer ( frequency = NUMBER_0 , interval = 1 h ) => @recipeapp . ack ( ) ;
S3000000218	3 times a hour show next step .	timer ( frequency = 3 , interval = 1 h ) => @recipeapp . ack ( ) ;
S3000000219	NUMBER_0 times per week set recipe	timer ( frequency = NUMBER_0 , interval = 1 week ) => @recipeapp . set_recipe ( ) ;
S3000000220	please show next zero times a day .	timer ( frequency = 0 , interval = 1 day ) => @recipeapp . ack ( ) ;
S3000000221	i need to acknowledge instruction 1 time per day .	timer ( frequency = 1 , interval = 1 day ) => @recipeapp . ack ( ) ;
S3000000222	daily at TIME_0 and midnight acknowledge instruction .	attimer ( time = [ TIME_0 , new Time ( 0 , 0 ) ] ) => @recipeapp . ack ( ) ;
S3000000223	every day at TIME_0 and noon get next instruction	attimer ( time = [ TIME_0 , new Time ( 12 , 0 ) ] ) => @recipeapp . ack ( ) ;
S3000000224	i want to acknowledge instruction every day at TIME_0 and TIME_1 .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000225	each day at TIME_0 and noon get next step	attimer ( time = [ TIME_0 , new Time ( 12 , 0 ) ] ) => @recipeapp . ack ( ) ;
S3000000226	i need to provide ingredient twice a day at TIME_0 and TIME_1	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . provide ( ) ;
S3000000227	daily at TIME_0 and midnight show next instruction	attimer ( time = [ TIME_0 , new Time ( 0 , 0 ) ] ) => @recipeapp . ack ( ) ;
S3000000228	NUMBER_0 times per month provide ingredient	timer ( frequency = NUMBER_0 , interval = 1 mon ) => @recipeapp . provide ( ) ;
S3000000229	NUMBER_0 times a hour show next instruction	timer ( frequency = NUMBER_0 , interval = 1 h ) => @recipeapp . ack ( ) ;
S3000000230	please acknowledge instruction every day at noon and TIME_0	attimer ( time = [ new Time ( 12 , 0 ) , TIME_0 ] ) => @recipeapp . ack ( ) ;
S3000000231	daily at TIME_0 and TIME_1 acknowledge instruction	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000232	daily at TIME_0 and TIME_1 show next	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000233	i 'm looking to show next instruction daily in the middle of the day .	attimer ( time = [ new Time ( 12 , 0 ) ] ) => @recipeapp . ack ( ) ;
S3000000234	i need to get next step twice a day at TIME_0 and midnight .	attimer ( time = [ TIME_0 , new Time ( 0 , 0 ) ] ) => @recipeapp . ack ( ) ;
S3000000235	0 times every week provide ingredient .	timer ( frequency = 0 , interval = 1 week ) => @recipeapp . provide ( ) ;
S3000000236	daily at noon and TIME_0 get next step	attimer ( time = [ new Time ( 12 , 0 ) , TIME_0 ] ) => @recipeapp . ack ( ) ;
S3000000237	twice a day at TIME_0 and TIME_1 set recipe .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . set_recipe ( ) ;
S3000000238	daily at TIME_0 and TIME_1 show next step .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000239	each day at TIME_0 and TIME_1 get next instruction .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000240	i want to acknowledge instruction each day at TIME_0 and TIME_1	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000241	i need to get next instruction daily at TIME_0 and TIME_1	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000242	i 'm looking to get next instruction twice a day at TIME_0 and TIME_1 .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000243	9 times per minute acknowledge instruction .	timer ( frequency = 9 , interval = 1 min ) => @recipeapp . ack ( ) ;
S3000000244	i want to acknowledge instruction NUMBER_0 times every week	timer ( frequency = NUMBER_0 , interval = 1 week ) => @recipeapp . ack ( ) ;
S3000000245	please provide ingredient 0 times per week .	timer ( frequency = 0 , interval = 1 week ) => @recipeapp . provide ( ) ;
S3000000246	i 'm looking to get next instruction 5 times each month .	timer ( frequency = 5 , interval = 1 mon ) => @recipeapp . ack ( ) ;
S3000000247	zero times a year provide ingredient	timer ( frequency = 0 , interval = 1 year ) => @recipeapp . provide ( ) ;
S3000000248	i 'd like to get next instruction twice a day at TIME_0 and TIME_1 .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000249	i want to acknowledge instruction 12 times a minute	timer ( frequency = 12 , interval = 1 min ) => @recipeapp . ack ( ) ;
S3000000250	i would like to set recipe 0 times each year	timer ( frequency = 0 , interval = 1 year ) => @recipeapp . set_recipe ( ) ;
S3000000251	i 'm looking to get next step NUMBER_0 times each hour .	timer ( frequency = NUMBER_0 , interval = 1 h ) => @recipeapp . ack ( ) ;
S3000000252	each day at TIME_0 and TIME_1 provide ingredient .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . provide ( ) ;
S3000000253	each day at TIME_0 and TIME_1 show next	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000254	on DATE_0 get next step	ontimer ( date = [ DATE_0 ] ) => @recipeapp . ack ( ) ;
S3000000255	NUMBER_0 times per day get next step .	timer ( frequency = NUMBER_0 , interval = 1 day ) => @recipeapp . ack ( ) ;
S3000000256	i 'm looking to acknowledge instruction NUMBER_0 times each year	timer ( frequency = NUMBER_0 , interval = 1 year ) => @recipeapp . ack ( ) ;
S3000000257	i want to get next step 7 times per minute	timer ( frequency = 7 , interval = 1 min ) => @recipeapp . ack ( ) ;
S3000000258	i want to provide ingredient NUMBER_0 times a week	timer ( frequency = NUMBER_0 , interval = 1 week ) => @recipeapp . provide ( ) ;
S3000000259	i 'd like to show next instruction every day at noon and TIME_0	attimer ( time = [ new Time ( 12 , 0 ) , TIME_0 ] ) => @recipeapp . ack ( ) ;
S3000000260	please provide ingredient NUMBER_0 times a month .	timer ( frequency = NUMBER_0 , interval = 1 mon ) => @recipeapp . provide ( ) ;
S3000000261	i want to show next step 6 times a hour	timer ( frequency = 6 , interval = 1 h ) => @recipeapp . ack ( ) ;
S3000000262	i need to get next instruction daily at TIME_0 and midnight	attimer ( time = [ TIME_0 , new Time ( 0 , 0 ) ] ) => @recipeapp . ack ( ) ;
S3000000263	please show next step on DATE_0 .	ontimer ( date = [ DATE_0 ] ) => @recipeapp . ack ( ) ;
S3000000264	i want to show next instruction 10 times every month .	timer ( frequency = 10 , interval = 1 mon ) => @recipeapp . ack ( ) ;
S3000000265	please show next instruction NUMBER_0 times every year	timer ( frequency = NUMBER_0 , interval = 1 year ) => @recipeapp . ack ( ) ;
S3000000266	each day at TIME_0 and TIME_1 acknowledge instruction	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000267	i 'd like to get next each day at TIME_0 and TIME_1 .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000268	please show next instruction daily at TIME_0 and TIME_1	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000269	8 times every week get next	timer ( frequency = 8 , interval = 1 week ) => @recipeapp . ack ( ) ;
S3000000270	i need to acknowledge instruction daily at TIME_0 and TIME_1 .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000271	i want to show next zero times every year .	timer ( frequency = 0 , interval = 1 year ) => @recipeapp . ack ( ) ;
S3000000272	each day at TIME_0 and TIME_1 set recipe .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . set_recipe ( ) ;
S3000000273	i want to show next step twice a day at noon and TIME_0 .	attimer ( time = [ new Time ( 12 , 0 ) , TIME_0 ] ) => @recipeapp . ack ( ) ;
S3000000274	NUMBER_0 times a month provide ingredient .	timer ( frequency = NUMBER_0 , interval = 1 mon ) => @recipeapp . provide ( ) ;
S3000000275	NUMBER_0 times per month show next step	timer ( frequency = NUMBER_0 , interval = 1 mon ) => @recipeapp . ack ( ) ;
S3000000276	i 'm looking to get next 10 times every month	timer ( frequency = 10 , interval = 1 mon ) => @recipeapp . ack ( ) ;
S3000000277	NUMBER_0 times per month show next .	timer ( frequency = NUMBER_0 , interval = 1 mon ) => @recipeapp . ack ( ) ;
S3000000278	i want to get next every day at TIME_0 and TIME_1 .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000279	i need to get next instruction NUMBER_0 times a minute	timer ( frequency = NUMBER_0 , interval = 1 min ) => @recipeapp . ack ( ) ;
S3000000280	please show next 1 time each hour	timer ( frequency = 1 , interval = 1 h ) => @recipeapp . ack ( ) ;
S3000000281	i 'm looking to set recipe each day at TIME_0 and midnight	attimer ( time = [ TIME_0 , new Time ( 0 , 0 ) ] ) => @recipeapp . set_recipe ( ) ;
S3000000282	zero times every month set recipe	timer ( frequency = 0 , interval = 1 mon ) => @recipeapp . set_recipe ( ) ;
S3000000283	daily at TIME_0 and noon provide ingredient	attimer ( time = [ TIME_0 , new Time ( 12 , 0 ) ] ) => @recipeapp . provide ( ) ;
S3000000284	please acknowledge instruction every day at TIME_0 and TIME_1	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000285	i need to get next daily at TIME_0 and TIME_1	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000286	i am looking to show next instruction NUMBER_0 times per month	timer ( frequency = NUMBER_0 , interval = 1 mon ) => @recipeapp . ack ( ) ;
S3000000287	11 times every hour get next instruction .	timer ( frequency = 11 , interval = 1 h ) => @recipeapp . ack ( ) ;
S3000000288	NUMBER_0 times per week get next .	timer ( frequency = NUMBER_0 , interval = 1 week ) => @recipeapp . ack ( ) ;
S3000000289	zero times each hour show next .	timer ( frequency = 0 , interval = 1 h ) => @recipeapp . ack ( ) ;
S3000000290	NUMBER_0 times per day show next step	timer ( frequency = NUMBER_0 , interval = 1 day ) => @recipeapp . ack ( ) ;
S3000000291	zero times each hour get next instruction .	timer ( frequency = 0 , interval = 1 h ) => @recipeapp . ack ( ) ;
S3000000292	NUMBER_0 times every minute show next instruction	timer ( frequency = NUMBER_0 , interval = 1 min ) => @recipeapp . ack ( ) ;
S3000000293	i need to acknowledge instruction once per hour .	timer ( interval = 1 h ) => @recipeapp . ack ( ) ;
S3000000294	please show next step 4 times per minute	timer ( frequency = 4 , interval = 1 min ) => @recipeapp . ack ( ) ;
S3000000295	0 times a week show next .	timer ( frequency = 0 , interval = 1 week ) => @recipeapp . ack ( ) ;
S3000000296	i 'd like to provide ingredient NUMBER_0 times per week .	timer ( frequency = NUMBER_0 , interval = 1 week ) => @recipeapp . provide ( ) ;
S3000000297	NUMBER_0 times a month show next step .	timer ( frequency = NUMBER_0 , interval = 1 mon ) => @recipeapp . ack ( ) ;
S3000000298	twice a day at TIME_0 and TIME_1 get next	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000299	every day at midnight and TIME_0 get next step .	attimer ( time = [ new Time ( 0 , 0 ) , TIME_0 ] ) => @recipeapp . ack ( ) ;
S3000000300	each day at TIME_0 and TIME_1 show next instruction .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000301	NUMBER_0 times per hour get next instruction .	timer ( frequency = NUMBER_0 , interval = 1 h ) => @recipeapp . ack ( ) ;
S3000000302	NUMBER_0 times a minute get next	timer ( frequency = NUMBER_0 , interval = 1 min ) => @recipeapp . ack ( ) ;
S3000000303	i 'd like to show next instruction 7 times each minute	timer ( frequency = 7 , interval = 1 min ) => @recipeapp . ack ( ) ;
S3000000304	each hour show next	timer ( interval = 1 h ) => @recipeapp . ack ( ) ;
S3000000305	i want to set recipe daily at midnight and TIME_0	attimer ( time = [ new Time ( 0 , 0 ) , TIME_0 ] ) => @recipeapp . set_recipe ( ) ;
S3000000306	each day at TIME_0 and midnight show next	attimer ( time = [ TIME_0 , new Time ( 0 , 0 ) ] ) => @recipeapp . ack ( ) ;
S3000000307	please provide ingredient twice a day at TIME_0 and TIME_1 .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . provide ( ) ;
S3000000308	each day at TIME_0 and TIME_1 get next step .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000309	every day at midnight and TIME_0 get next instruction	attimer ( time = [ new Time ( 0 , 0 ) , TIME_0 ] ) => @recipeapp . ack ( ) ;
S3000000310	i 'm looking to provide ingredient each day at TIME_0 and TIME_1	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . provide ( ) ;
S3000000311	i 'm looking to acknowledge instruction every day at TIME_0 and TIME_0 .	attimer ( time = [ TIME_0 , TIME_0 ] ) => @recipeapp . ack ( ) ;
S3000000312	please show next instruction every day at TIME_0 and TIME_1 .	attimer ( time = [ TIME_0 , TIME_1 ] ) => @recipeapp . ack ( ) ;
S3000000313	NUMBER_0 times every year get next instruction .	timer ( frequency = NUMBER_0 , interval = 1 year ) => @recipeapp . ack ( ) ;
S3000000314	10 times per month set recipe	timer ( frequency = 10 , interval = 1 mon ) => @recipeapp . set_recipe ( ) ;
S3000000315	NUMBER_0 times each hour get next step .	timer ( frequency = NUMBER_0 , interval = 1 h ) => @recipeapp . ack ( ) ;
S3000000316	NUMBER_0 times a month get next instruction .	timer ( frequency = NUMBER_0 , interval = 1 mon ) => @recipeapp . ack ( ) ;
